comment,date,support_number,user,hateful
确实是比任何人了，都成鬼了才这样祝福，生前都特么干啥呢！靠👀,39分钟前 来自网页    ,0,珉豪Star,0
哭了，真的努力的好好的活着吧，爱自己和家人,41分钟前 来自网页    ,0,格喵喵喵,0
家里有哥哥真好 没有哥哥 有个兄弟姐妹可以说说话也不错,41分钟前 来自网页    ,0,蘇打园子,0
坚强啊！有爱！哭了,41分钟前 来自网页    ,0,成都小诗女,0
  太伤了,41分钟前 来自网页    ,0,北美棋神Yzm,0
对于很多抑郁症患者的身边人，很难理解的是，抑郁症患者不是不想随着时间流逝过上正常人的生活，而是他们不知道怎么做，与其安慰说大哭吧你以后会结婚生子，这种看了更让人绝望的话，不如说：你现在可以成为任何人，你做任何你想做的事情吧，但要保持坚强！（走出来的前提一定是他们从他们愿意走开始）,41分钟前 来自网页    ,0,FarrahNoFala,0
哈拉啊，记得以前好喜欢看你们在青春不败里面胡闹撒欢。。。好多年前了。希望你真的从此平静幸福了。,42分钟前 来自网页    ,0,包子团子鱼籽酱,0
哎。,43分钟前 来自网页    ,0,换了名字不换人小姐,0
好想哭😭,43分钟前 来自网页    ,0,刀刀吖i,0
姐姐要和水蜜桃在那边好好的,43分钟前 来自网页    ,0,Swing啦,0
看的我想哭啊,43分钟前 来自网页    ,0,yooyo-,0
不是粉，但是看到家人这种关心，失去家人的时候真的很痛，希望具荷拉在天堂无忧无虑,43分钟前 来自网页    ,1,狐狸未成精mmmm,0
加油,43分钟前 来自网页    ,0,小永远为你笑00995,0
哥哥的话看着太辛酸了啊……,44分钟前 来自网页    ,3,千岁咩子y,0
随着时间流逝，结婚生子。。。看到这一句我的心都碎了,45分钟前 来自网页    ,0,DAIYANG1998,0
虽然不认识，但是我想她的哥哥肯定痛不欲生…愿安好…,45分钟前 来自网页    ,0,苏苏爱小小苏,0
没有任何新闻说他自杀,45分钟前 来自网页    ,0,wondering233,0
想知道她的前男友承担了什么样的后果,46分钟前 来自网页    ,0,一棵大树和花儿草儿,0
心疼死了，哥哥要怎么痛苦呀,46分钟前 来自网页    ,0,阳阳-龙龙,0
走好，勿扰  安息,46分钟前 来自网页    ,0,MIXLADY1551,0
哎,47分钟前 来自网页    ,0,筵温,0
韩国的娱乐圈太恐怖了,47分钟前 来自网页    ,0,农夫山泉对兑水了,0
还记得第一次在Kara看见你，就像流落人间的人鱼公主。可能这个世界并不那么美好，而很多时候我们也只是china girl…但我还是想让很多人知道，我们还是有很多别的解决方法，这个世界的样子不是他们决定的、我们用自己的力量改变它。,47分钟前 来自网页    ,0,小Lo鸟,0
我一个爆哭,47分钟前 来自网页    ,0,做人要cool,0
这真的是哥哥捧在手心里的小公主,47分钟前 来自网页    ,0,木木夕-卢,0
这是谁啊,49分钟前 来自网页    ,0,飞呀归来,0
想哭，她也是哥哥宠爱的宝贝妹妹啊,49分钟前 来自网页    ,0,抓住锦鲤的小尾巴,0
大早上就特别想哭,50分钟前 来自网页    ,0,可怕的私奔,0
啊啊啊啊作为哥哥，妹妹去世了他该有多无助啊,51分钟前 来自网页    ,0,改了个盖儿,0
傻姑娘,51分钟前 来自网页    ,0,張悎侽,0
图二得马赛克有必要吗,51分钟前 来自网页    ,2,lying910809,0
晚安,52分钟前 来自网页    ,0,优雅淘淘,0
泪目,52分钟前 来自网页    ,0,LightmanC,0
当一个人有了轻生的念头，TA的世界里就只剩下自己了…能救TA的也只有自己…如果爱说得早一点，伤害来得晚一点，自己再坚强一点，或许会改写人生吧…,52分钟前 来自网页    ,0,Nicole的调色盘,0
真的恨心疼 恨惋惜,54分钟前 来自网页    ,0,静静_Jewelry,0
有个这么爱你的哥哥怎么舍得走,54分钟前 来自网页    ,0,lsyn4,0
哥哥也好好看、好暖心的说呢 哥哥一定要好好活下去哦,55分钟前 来自网页    ,0,知识海洋里遨游的皇带鱼,0
哥哥很难受吧,55分钟前 来自网页    ,0,是你小v姐姐,0
想哭,57分钟前 来自网页    ,0,刘小喵8942,0
说真的当我抑郁的时候最讨厌别人一直说开导的话，听了更想死,57分钟前 来自网页    ,1,那个不下雨的早上,0
精不足，如同油尽灯枯就是猝死； 气不足，如同气球泄气就是皮肤松弛、褶皱，身体衰老； 神不足，如同打印机没了墨，也就记忆力差了，打不出字来，话也说不清楚了，世界也变模糊了，曾经的美好都不记得了。,57分钟前 来自网页    ,0,肖一晨,0
原来她也是被哥哥捧在手心的女孩子啊！,58分钟前 来自网页    ,0,秃噜皮皮酱,0
愿余下的人都能继续好好生活,58分钟前 来自网页    ,0,fireworks__1210,0
唉 好难过,58分钟前 来自网页    ,0,moi_jasmin,0
好哥哥,58分钟前 来自网页    ,0,CAI-FQ,0
看这些就好难过，希望你在另外的那个世界快乐,今天 10:00 来自网页    ,0,是xixiney鸭,0
看到小时候的那张照片，好想哭,今天 10:00 来自网页    ,0,武君555,0
有这样的哥哥怎么还想死呢,今天 09:59 来自网页    ,0,尼大飞哥哥啊,0
你们去了天上  都要开心啊 ,今天 09:58 来自网页    ,0,胡萝卜发飙,0
哥哥一定要好好活着,今天 09:57 来自网页    ,0,我是Cge,0
被父母亲人疼爱的小姑娘啊,今天 09:56 来自网页    ,0,Miss麦麦子,0
在另一个世界荷拉要幸福快乐,今天 09:55 来自网页    ,0,Catherine_DAYTOY,0
好歹她还有哥哥把她捧在手里啊。。。。真好。雪莉有的只是一对吸血的父母,今天 09:55 来自网页    ,0,1217嘉宝,0
太可怜了,今天 09:55 来自网页    ,0,解HIGH的花生米,0
她们才二十多岁，却好像熬了一百年,今天 09:55 来自网页    ,0,Meroy_,0
心碎了一点,今天 09:53 来自网页    ,0,筛子六,0
哥哥还是挺疼爱她，不像某人哥哥迷奸女人,今天 09:53 来自网页    ,0,兔时代V,1
希望荷拉哥哥一定要保护好自己，他们能接二连三做出这种事情，很担心你的安全,今天 09:53 来自网页    ,0,Analicia,0
心疼死了,今天 09:53 来自网页    ,0,SeadaArt_阿菁菁,0
剩下的人生梦幸福度过就好了,今天 09:52 来自网页    ,0,小麦色的圆,0
保持安静,今天 09:51 来自网页    ,0,金坛一单身,0
她也是别人家的小公主啊,今天 09:51 来自网页    ,0,Wuil雨欣,0
呜呜呜,今天 09:51 来自网页    ,25,甜甜好物杂货铺,0
突然想起之前韩国跑男里她说她已经不想结婚了,今天 09:51 来自网页    ,0,橙子呢w,0
在另一个世界荷拉要幸福快乐，晚安小公主。,今天 09:50 来自网页    ,0,四处流浪的碗仔,0
好怕她哥哥跟着一起走了。。。就像当年的崔真实，我不杀伯仁，伯仁却因我而死。老妹，我们都要好好的活着，时刻要想想还有家人，还有哥，再大再多的苦难都还有我们，时间会冲淡一切。,今天 09:50 来自网页    ,0,Chairman_Cheung,0
我还是喜欢你，像鲸沉在海底温柔呼吸，痴极嗔极。,今天 09:50 来自网页    ,0,优雅淘淘,0
哥哥该多难过,今天 09:49 来自网页    ,0,J_hye__,0
哥哥好惨啊！妹妹就这么走了，得难过成什么样……我都想哭了……,今天 09:49 来自网页    ,0,像皮卡丘一样的,0
哥哥的小公主👸啊,今天 09:48 来自网页    ,0,拥抱太阳的月亮SUHO,0
具荷拉和雪莉都是可怜人，但是她哥哥还不错，起码挺关心她的。对比雪莉，亲人都疏离她，就更惨了，哎,今天 09:48 来自网页    ,0,Pikachu__咩BEE大魔王,0
哥哥一定很难过吧,今天 09:47 来自网页    ,1,DeineEvelyn,0
所以具拉因为什么伤心难过？,今天 09:47 来自网页    ,0,臭臭梓,0
在没有坏人的净土,今天 09:47 来自网页    ,0,甜软奶喘c,0
怎么都是有哥哥的女孩子自杀呀 羡慕有哥哥的女孩子 为什么会这样啊,今天 09:47 来自网页    ,0,花生运营商小相,0
每一个有哥哥的妹妹其实都很有爱的,今天 09:46 来自网页    ,0,谦友爱谦谦1314,0
哥哥真好,今天 09:46 来自网页    ,0,冰阔乐泡泡,0
我真的好喜欢好喜欢她,今天 09:46 来自网页    ,0,Needpatiencee,0
这些天使都有个好哥哥啊,今天 09:45 来自网页    ,0,糖糖CECE,0
这世界上真正疼爱自己的还是家人啊,今天 09:45 来自网页    ,0,Aphrodite_8888,0
最近新闻都是艺人去世，香港暴乱，家暴什么的，真的感觉自己要抑郁了，媒体朋友能多写点快乐的事情吗？我们需要治愈糟糕的2019！,今天 09:45 来自网页    ,0,三亚化妆师翟唯妙,0
突然想到弟弟妹妹，如果有一天失去他们，我会死掉的,今天 09:45 来自网页    ,0,茶玖DAYTOY,0
看到图6真的很难过了,今天 09:45 来自网页    ,0,故事C君,0
没有坏人的净土。,今天 09:45 来自网页    ,0,我心之以北,0
应该不是自杀,今天 09:44 来自网页    ,0,soulangelin,0
下半年为什么这样,今天 09:44 来自网页    ,0,阿生非人,0
我很不理解…活着被骂，人没了天天上热搜…真的太虚伪了这个世界… 让她安静的睡吧，求你们了…,今天 09:44 来自网页    ,0,赞哥像太阳,0
抑郁症患者的家人们，不要让他们独居了，发生这样的事，如果第一时间能发现，还有救回来的可能,今天 09:43 来自网页    ,0,王委玉,0
看哭了，多好的兄妹呀，转眼就天各一方了,今天 09:43 来自网页    ,0,爱让回忆变暖,0
hara应该是有抑郁症的，抑郁症真的可以要人命，也不是一句要振作，要往好的地方想就可以的，应该放下工作好好去治疗。我也是一个抑郁症患者，想过死好多次了，无论发生什事都会先骂自己，然后陷入死循环会一直想下去。真的是煎熬。也许对hara来说去另一个地方是一种解脱吧，希望来生被善待。,今天 09:43 来自网页    ,0,芯蕾玫亭,0
这世间从不给予好人半分温柔,今天 09:42 来自网页    ,1,末代娱记,0
病态的社会和扭曲的人的心理会压垮任何一个想要坚强想要努力活下去的生命，最近连续发生艺人意外事件，不管是外在因素还是内在因素，都在提醒着需要当局者及时看待活下去的方向，没有谁可以阻挡，鲜花掌声工作事业绯闻流言蜚语威胁压迫等等都是活下去这条路上的配饰，真的不要看太重，自己舒服就好🙏,今天 09:42 来自网页    ,0,雨厚纱,0
所以有些自杀的人，杀得不是自己，而是这个世界,今天 09:42 来自网页    ,0,大兔子丶,0
泪目……,今天 09:42 来自网页    ,0,不懂要起什么名字了,0
哥哥一定是最最难过的那个了，自己捧在手心宠爱着的妹妹啊,今天 09:41 来自网页    ,0,A-shly,0
愿逝者安息，生者坚强🙏🙏🙏,今天 09:41 来自网页    ,0,银洱渔,0
是遇到了什么事让哥哥一直说很难过，没有坏人？,今天 09:41 来自网页    ,0,秦苑9012,0
以前挺喜欢她的,今天 09:40 来自网页    ,0,时尚仙女酱,0
我也想有个碰我在手心里呵护疼爱我的人,今天 09:40 来自网页    ,0,你的小绵羊er,0
多漂亮的菇凉啊 可惜了 🙏,今天 09:40 来自网页    ,0,要相信一切都是最好的安排呀,0
不懂一个韩国明星的聊天截图有什么好看的。占据热搜这么长时间，,今天 09:40 来自网页    ,0,小手拉大手mua,0
广西人儿子透娘,今天 09:40 来自网页    ,0,替父曰母新疆人,1
哥哥你也要坚持下去啊,今天 09:40 来自网页    ,0,豆比小七萌萌哒,0
哥哥要小心,今天 09:37 来自网页    ,0,腿毛二尺三,0
舔狗，舔到最后一无所有，及时收手，骨头还有,今天 09:36 来自网页    ,0,优雅淘淘,0
一路走好🙏 看著好心疼,今天 09:36 来自网页    ,0,Link__琳,0
哥哥该有多难过啊,今天 09:36 来自网页    ,0,nuts_y,0
她到底怎么了？,今天 09:36 来自网页    ,2,无敌搞笑小小新,0
我想到了她奶奶~,今天 09:36 来自网页    ,0,GIGIsayhi,0
你又知道了？你又知道人家生前没感受到过哥哥的爱了？？你又知道哥哥生前没冲上去？我就奇了怪了谁给你的自信说这么肯定的话的？如果一个遗属听到这样的话该有多伤心！你才是在蹭热度，用你阴暗的内心去揣测别人！遗嘱做什么都在你眼里是蹭热度！他是她的亲人，他想做什么用你管？请对你说的话负责！！,今天 09:35 来自网页    ,57,岳绮罗的纸人军团,0
因为自己活着无法摆脱痛苦，导致周边爱她的那部分人也要承担这份无谓的痛苦，因此觉得更累吧，于是离开只能是唯一的办法，在另一个世界开心的，没有任何负担的笑吧🙏,今天 09:34 来自网页    ,0,兔叽rabbit的春天,0
这么年轻美好的一个生命,今天 09:33 来自网页    ,0,手工活外发包回收-加工厂,0
这样的安慰和劝诫似乎对抑郁者来说并不好。强迫坚强乐观。理解和共情可能更能减少她们的孤独,今天 09:33 来自网页    ,0,子丸鱼负欺别Amber,0
哥哥应该很难过吧，自己那么爱的妹妹,今天 09:31 来自网页    ,0,金南俊的小mimi,0
自己也有个哥哥就好了,今天 09:31 来自网页    ,0,魏小妮子vv,0
雪莉哥哥也对雪莉很好，荷拉哥哥也对荷拉十分关心，为什么两位姐姐不坚持一会儿呢？度过难关就好了啊,今天 09:31 来自网页    ,1,保护我方程可风,0
有兄弟姐妹真好,今天 09:31 来自网页    ,0,叶翰宇叶琦琦,0
莫名想哭,今天 09:30 来自网页    ,0,随便改个名字扒,0
越来越不像自杀,今天 09:30 来自网页    ,1,冰柱奶茶,0
永远快乐永远幸福,今天 09:30 来自网页    ,0,逍遥靓侠,0
难受 她也是哥哥的公主啊,今天 09:29 来自网页    ,0,后来人陌路两方,0
并不熟悉做歌手的她，可是最后一张图，可爱的小女孩，曾经一定是这个世界怀揣美好……,今天 09:29 来自网页    ,2,不可辜负的yan大美哈哈,0
哥哥得多难受啊,今天 09:29 来自网页    ,0,啵啵那个啵啵虎,0
这个人怎么老把私人对话发出去,今天 09:29 来自网页    ,0,霹雳无敌小馒头,0
是哥哥的宝,今天 09:29 来自网页    ,0,GAOXXXJ,0
完全不像自杀,今天 09:29 来自网页    ,0,第3颗草莓d,0
韩国人去世热搜第一？蓝台控制的热搜？,今天 09:29 来自网页    ,0,一生热爱回太nan,0
看新闻没有实感，看到这个聊天记录太难受了，她曾经是个鲜活漂亮的女孩子啊,今天 09:28 来自网页    ,0,长安异闻录,0
哥哥对妹妹的爱就是这样的,今天 09:28 来自网页    ,0,真得这么真实的吗,0
心疼小姐姐，同样的，心疼高以翔！！！！请停掉浙江卫视,今天 09:28 来自网页    ,0,王俊凯的大螃蟹蝴蝶公主,0
 这是承受了多少不为人知的痛苦才走向绝路啊~愿每个人都能想开去过自己想过的生活。,今天 09:28 来自网页    ,0,尚叮咚,0
虽然很多人也像哥哥这样安慰患者  但是自己控制不住自己的  希望大家都能平平安安 找到人间的温暖 加油,今天 09:28 来自网页    ,0,蜜蜂带来的女孩,0
看了好想哭啊,今天 09:28 来自网页    ,0,萱个pie,0
我算看明白了，这就是你们爆的料，来压高以翔的热度吗？,今天 09:27 来自网页    ,1,A可可不在,0
随着时间的流逝，结婚生子……,今天 09:27 来自网页    ,0,AJ菌菇,0
 哎麻 加个眼镜有点像付老师,今天 09:27 来自网页    ,0,多喝热水小刘儿,0
咋的，被推上热搜了,今天 09:27 来自网页    ,0,王小康的麻麻,0
也是有哥哥疼爱的小公主啊,今天 09:27 来自网页    ,0,Megan如如,0
她也是被捧在手心里的人啊，,今天 09:26 来自网页    ,0,懵边32612,0
看着真的好伤心啊...,今天 09:26 来自网页    ,0,厦门第一渣女,0
 唉 是个好哥哥,今天 09:26 来自网页    ,0,执念成患,0
坏人？  谁,今天 09:26 来自网页    ,0,小刺猬手心的热巴宝宝,0
他说:你得多难过啊。  显然是有什么事吧。。。,今天 09:25 来自网页    ,0,韩-Zoe,0
香港都那样了 还天天关注韩国明星 草 跟你们有什么关系？？？,今天 09:25 来自网页    ,0,艾米Super敏,0
在吗？,今天 09:25 来自网页    ,0,优雅淘淘,1
荷拉欧尼在天堂一定要快乐幸福的生活呀！,今天 09:25 来自网页    ,0,徐徐_LLLotus,0
哥哥该有多伤心啊！具荷拉一路好走,今天 09:25 来自网页    ,0,橙子枪Biu,0
真的恶，现在的热搜评论前几名，基本上都是营销号，要么发一些无脑煽情的话或者引战的言论蹭热度，要么卖JF产品SQ资源，下面还有托。真的服了。没有心吗？,今天 09:24 来自网页    ,2,TTXGJ要努力要读研,0
又是一个被哥哥宠的女孩,今天 09:24 来自网页    ,0,小黑珍珠软糖,0
哭了 有哥哥爱你,今天 09:24 来自网页    ,0,牛呀牛泽璇璇-,0
我微博发了具荷拉生前在公寓的视频，看起来是由于跟那些导演谈了些啥所以这样子的，你们可以去看看！,今天 09:24 来自网页    ,1515,先生娱乐-,0
感觉好可惜 这么漂亮可爱的荷拉 他哥为什不保护好她？🤔🤔🤔,今天 09:24 来自网页    ,0,我真的爱你999,0
即使有哥哥陪伴，还是那么孤单,今天 09:23 来自网页    ,0,Miss阿平儿,0
