comment,date,support_number,user,hateful
为啥要增重啊？这样会不会得高血糖？就是单纯不明白？？有这个专业的吗,6分钟前 来自网页    ,0,你知道我這幾年在美國怎麼過的嗎,0
宝贝太棒了，爸爸一定会早日康复的,7分钟前 来自网页    ,0,绿儿l,0
穷人的孩子早当家，最后那句从今天开始我就成了男子汉了，真的让人哭了，眼泪一瞬间就刷刷刷刷流下来,7分钟前 来自网页    ,0,情感音符,0
好棒宝贝，愿爸爸早日康复，你们一家幸福生活。加油！,7分钟前 来自网页    ,1,麦草jay,0
很懂事的小孩子，让人心疼,8分钟前 来自网页    ,0,咿呀呀丶,0
真棒👍,8分钟前 来自网页    ,0,假装很酷x,0
我儿子什么时候能有他懂事，虽然现在还不到一岁半，也太皮了,8分钟前 来自网页    ,0,离不开奶茶的喵小姐,0
加油好孩子，真的 身体健康比什么都重要，一家人健健康康整整齐齐的在一起就好，其他都不重要！,8分钟前 来自网页    ,0,草莓味的小uu,0
我初中的学姐陈羽杨也是的 增肥救父亲 特别好看的漂亮姐姐,8分钟前 来自网页    ,0,是小兰同学·,0
太坚强了好孩子，祝你们一家度过难关,8分钟前 来自网页    ,0,亭亭如盖20170,0
好棒孩子,8分钟前 来自网页    ,0,银小鱼20172017,0
一切顺利,9分钟前 来自网页    ,0,来碗酸辣粉不加辣,0
宝贝你是上帝派来的天使啊,9分钟前 来自网页    ,0,羽a羽yy,0
懂事的让人心疼,9分钟前 来自网页    ,0,没人要的小矮子,0
现在的孩子真的越来越懂事了,9分钟前 来自网页    ,1,玺的小女朋友,0
懂事的小天使 要平安长大,9分钟前 来自网页    ,0,我超爱吃橙子哒,0
小男子汉加油,9分钟前 来自网页    ,0,古丽萌1986,0
一看这么懂事的孩子就受不了，加油男子汉，祝你和爸爸早日康复,9分钟前 来自网页    ,0,希望快乐幸福在前方等着你,0
加油,9分钟前 来自网页    ,0,Tomboy-Lfashion,0
没错，你是一个男子汉了！,9分钟前 来自网页    ,0,腰间派突出,0
年纪大了见不得这种与父亲的事迹,9分钟前 来自网页    ,1,杠精来了呢,0
人之所以能，是相信能,10分钟前 来自网页    ,0,是酱油吧_,0
难得的善良，佩服，加油💪,10分钟前 来自网页    ,0,眉毛长眉毛短,0
小男孩成了大男子汉，真棒,10分钟前 来自网页    ,0,源来和凯始一烊,0
身处本该受到保护的年纪里却肩负起与这个年龄不相称的沉重责任，这也许就是爱的力量吧,10分钟前 来自网页    ,0,齐秋实HL,0
早日康复,10分钟前 来自网页    ,0,smile-小怪,0
加油！,11分钟前 来自网页    ,0,给点方便,0
彦彦太懂事了 希望彦彦爸爸早日康复,11分钟前 来自网页    ,0,LuckY小方糖,0
小小男子汉,11分钟前 来自网页    ,1,名字和头像一样的帅,0
给小天使点赞,11分钟前 来自网页    ,0,Meow-Melody异国波斯猫,0
急性可以治愈吧？,11分钟前 来自网页    ,0,位面领主,0
这么小。懂事让人心疼啊,11分钟前 来自网页    ,0,蟾蜍也很可爱的好吧,0
早日康复,11分钟前 来自网页    ,0,我是你的小菊花呀,0
真棒，小男子汉,11分钟前 来自网页    ,0,#NAME?,0
加油，真棒,11分钟前 来自网页    ,0,#NAME?,0
也祝愿你爸爸早日康复，当然，也一定要祝愿你事事顺利！小子彦,11分钟前 来自网页    ,0,LANLAN傲娇,0
太棒了这孩子，真的太懂事了，希望他的爸爸早日康复,12分钟前 来自网页    ,0,粉红宝莉,0
一切都会好起来 你们都加油💪,12分钟前 来自网页    ,0,冉腻腻,0
好样的，小宝贝,12分钟前 来自网页    ,0,熊可猫呀,0
好孩子 加油,12分钟前 来自网页    ,0,Nice2_to,0
真的很懂事啊，,12分钟前 来自网页    ,0,一轮青月,0
真好,12分钟前 来自网页    ,0,陌南尘--,0
我也想捐款敬一点自己的绵薄之力,13分钟前 来自网页    ,0,毕竟你爱笑mj,0
一家人都要好好的,13分钟前 来自网页    ,0,一杯奶茶要加糖,0
点赞！,13分钟前 来自网页    ,0,姜茶女孩_沈亿遇,0
加油,13分钟前 来自网页    ,0,Peng_shian,0
看不得这种，容易哭，一切都会好起来的,13分钟前 来自网页    ,0,女神她姓刘,0
太感动了,13分钟前 来自网页    ,0,念念和只只,0
好孩子！,14分钟前 来自网页    ,0,張不胖的星雨,0
懂事的孩子 祝你的爸爸早日康复,14分钟前 来自网页    ,0,石航源,0
一定要平安一定要早日康复,15分钟前 来自网页    ,0,我有一抽屉草莓,0
爸爸的小英雄，真棒👍,15分钟前 来自网页    ,1,电影鼠辈之名,0
希望爸爸健康，希望小男子汉有更好的未来🙏,15分钟前 来自网页    ,0,姬诺z,0
心疼,15分钟前 来自网页    ,0,王怼怼---,0
加油，宝贝！真棒👍,16分钟前 来自网页    ,0,李--sunny,0
太心疼了,16分钟前 来自网页    ,0,津岩ovo,0
早日康复,16分钟前 来自网页    ,0,Sherry阿婷,0
哭了,16分钟前 来自网页    ,0,瑜久,0
早日康复,17分钟前 来自网页    ,0,星月相伴爱发呆,0
孩子，祝你的父亲早日康复！祝你一生健康平安顺遂！你是最美的天使！,17分钟前 来自网页    ,0,西江月hsdongniya,0
小天使,17分钟前 来自网页    ,0,丘子亭喜欢吃屎,0
小小男子汉，也祝愿孩子的爸爸早日康复,17分钟前 来自网页    ,0,酸酸柠檬也会甜,0
居然看到我们邹平,17分钟前 来自网页    ,0,千艺寻妹妹,0
这小朋友也太棒了吧！！！！,17分钟前 来自网页    ,1,小赵想吃冰镇大西瓜,0
好孩子 爸爸的天使👼,18分钟前 来自网页    ,1,HarrisonStudio,0
我十岁的时候父亲走了,18分钟前 来自网页    ,0,一厘以外,0
懂事的孩子，愿世界温柔以待🙏,18分钟前 来自网页    ,0,石榴花粉,0
换👧就要开骂了  芜湖～,18分钟前 来自网页    ,0,赤地灬旱魃,0
懂事的孩子，佩服你,18分钟前 来自网页    ,0,我只是一个柯南迷,0
太优秀了这孩子,18分钟前 来自网页    ,0,姐大的人生,0
这孩子太懂事儿了！感动,18分钟前 来自网页    ,0,菜菜吃饭不吃菜,0
感动,18分钟前 来自网页    ,0,青山只为雪白头,0
希望能早日康复,19分钟前 来自网页    ,0,#NAME?,0
干啥啊老有这种新闻看得我心疼,19分钟前 来自网页    ,0,万万是头小居居,0
祝早日康复,19分钟前 来自网页    ,0,Ryan也懒,0
加油(ง •̀_•́)，你是最棒的,19分钟前 来自网页    ,0,YYY小花你得努力再努力,0
早日康复,19分钟前 来自网页    ,0,郁天icon,0
早日康复,19分钟前 来自网页    ,0,郁天icon,0
更能说明一点，这位父亲教育的十分到位，有好孩子家长一定不会差，加油💪,19分钟前 来自网页    ,0,召唤天上的仙女,0
太懂事了宝贝，祝你们早日康复,19分钟前 来自网页    ,0,皮皮liu的时光机,0
祝你们一家平安长寿,19分钟前 来自网页    ,0,名探偵灰原,0
我以为我手机坏了,19分钟前 来自网页    ,0,开花结果ing,0
打个马赛克行不行？,19分钟前 来自网页    ,0,Rxp-Fantasy,0
愿早日康复,19分钟前 来自网页    ,0,Cy__ITALY,0
愿父亲早日康复，愿小小男子汉健康成长!,20分钟前 来自网页    ,0,茶茶小生,0
想哭，懂事的孩子，你真棒！,20分钟前 来自网页    ,0,就叫陈小兔,0
早点恢复，然后做一个家的顶梁柱吧,20分钟前 来自网页    ,0,去了头都能吃,0
希望爸爸早日康复～小帅哥也能健康快乐成长！！加油！,20分钟前 来自网页    ,0,璇小迷糊,0
说实话，年纪大了真看不来这些,21分钟前 来自网页    ,0,Woodsbagot,0
祝福,21分钟前 来自网页    ,0,不是荒废,0
小天使，希望你的爸爸能好起来啊,21分钟前 来自网页    ,0,鹤卡,0
如果他生病了，父母也会为他这么做,21分钟前 来自网页    ,0,开花结果ing,0
乖孩子,21分钟前 来自网页    ,0,莫膤兒,0
和之前的路子宽小朋友一样厉害！,21分钟前 来自网页    ,0,正版兰台,0
男子汉加油,21分钟前 来自网页    ,0,宇03658,0
希望所有都一定会好起来的,21分钟前 来自网页    ,0,·点火樱桃·,0
爸爸加油！子彦加油！,21分钟前 来自网页    ,0,一片鲸,0
真棒👍 👍👍👍,21分钟前 来自网页    ,0,汜木丶,0
一定会好起来的哦！,21分钟前 来自网页    ,0,墨墨墨三岁,0
太棒了 让人心疼的小男孩！希望这家人的生活以后一路顺顺顺🙏🙏,21分钟前 来自网页    ,0,神秘的孟孟,0
好懂事,22分钟前 来自网页    ,0,简单生意168,0
懂事的小男孩真棒,22分钟前 来自网页    ,0,李先生娇妻,0
真是男子汉,22分钟前 来自网页    ,0,逃离喧嚣的尘世,0
希望幸福在你们身上,22分钟前 来自网页    ,0,世上没童话,0
加油啊孩子,22分钟前 来自网页    ,0,过过度,0
最后一句真的,22分钟前 来自网页    ,0,一只叫FISH的猫,0
��🙏小小男子汉      加油！,22分钟前 来自网页    ,0,原来是二心,0
愿小男子汉健康快乐~ ,23分钟前 来自网页    ,1,Roue0330,0
孩子懂事的让人心疼  愿你的父亲能够早日康复 愿你平安健康长大,23分钟前 来自网页    ,0,ZhouDan耶,0
好孩子,23分钟前 来自网页    ,0,离离离离离樱-Lydia,0
加油！，小男子汉[加油]，你爸爸一定会好起来的,23分钟前 来自网页    ,1,小耳朵橘,0
我的天好勇敢的小孩儿，竟然是我大邹平的,23分钟前 来自网页    ,1,爱吃奶油的小仙女i,0
都好起来,23分钟前 来自网页    ,0,带酒窝的小橘子,0
心疼,23分钟前 来自网页    ,0,时尚天使ZC,0
真棒,23分钟前 来自网页    ,0,大只猫有理想,0
那句“吃不下去为了救爸爸也得吃” 爆哭,23分钟前 来自网页    ,0,你的冰可乐喝前忘记摇了xi,0
孩子！懂事！,23分钟前 来自网页    ,0,Uchiha黄庭辉,0
又感动又心疼,24分钟前 来自网页    ,0,黄小小1129,0
加油,24分钟前 来自网页    ,0,陷入柔软宇宙,0
祝福,24分钟前 来自网页    ,0,南风有信兮,0
又想到了路子宽，两小孩都是差不多的年纪啊，太懂事了我的妈呀,24分钟前 来自网页    ,0,Julie诗艺,0
你是真真正正的男子汉,24分钟前 来自网页    ,0,像每一滴酒回不到葡萄,0
好乖,25分钟前 来自网页    ,0,JHSope,0
南无阿弥陀佛，愿小菩萨父亲早日康复！,25分钟前 来自网页    ,0,野兔贝卡,0
人家的10岁,25分钟前 来自网页    ,0,我在原地回忆你,0
好乖的孩子 希望爸爸早日康复,25分钟前 来自网页    ,0,幸福秋风扫落叶2014,0
小朋友好棒啊 真的好棒👍,25分钟前 来自网页    ,0,异想天开的机灵鬼儿,0
祝福,25分钟前 来自网页    ,0,数字独角兽,0
一起的都会好起来的,25分钟前 来自网页    ,0,4号疯子,0
祝早日康复！！,25分钟前 来自网页    ,0,JM加贝,0
愿孩子，孩子爸爸永远健康快乐,26分钟前 来自网页    ,0,xyTam,0
要平安,26分钟前 来自网页    ,0,小桔果儿233,0
好懂事，为你加油,26分钟前 来自网页    ,0,洋7089,0
真的是没有白养的儿子，很感动,26分钟前 来自网页    ,0,夏若雪s,0
懂事的宝贝,26分钟前 来自网页    ,0,Thirteen_KW,0
加油！,27分钟前 来自网页    ,0,左岸蝴蝶V,0
祝早日康复🌹 🌹 🌹,27分钟前 来自网页    ,0,孤独和烈酒04936,0
太棒了！一定要早日康复,27分钟前 来自网页    ,0,KATHERINEllss,0
早日康复哦,27分钟前 来自网页    ,0,happyvirusPCY,0
小天使,27分钟前 来自网页    ,0,波菜毛子,0
祝，早日康复,27分钟前 来自网页    ,0,郝大大926,0
会马上就好起来的,27分钟前 来自网页    ,0,千玺想静静吖,0
祝平安健康,27分钟前 来自网页    ,0,几多天晴,0
董事的让人心疼  小家伙加油,27分钟前 来自网页    ,0,晨晨是个甜心,0
希望懂事的小孩 也能快乐,27分钟前 来自网页    ,0,pumpkids18,0
看哭了,28分钟前 来自网页    ,0,罗拉泰,0
孩子对父母的爱是最纯粹的,28分钟前 来自网页    ,0,八点少女,0
早日康复,28分钟前 来自网页    ,1,Jelly超爱本特利,0
天啊 太懂事啦 ,28分钟前 来自网页    ,1,素倩er,0
这孩子好懂事。真棒！为你加油！,28分钟前 来自网页    ,0,奔四的姐,0
小男孩真棒！！但是我觉得一天去吃五顿饭问题不大啊,28分钟前 来自网页    ,0,KaylaMU,0
真棒，祝福父子两早点好起来。,29分钟前 来自网页    ,0,彭贞俪,0
心疼了,29分钟前 来自网页    ,0,是个喜气人,0
前一段在新闻上，也看过一个男孩增肥救父亲的，两个男孩都很勇敢懂事，让人感动，祝福他们的父亲早日康复，加油,29分钟前 来自网页    ,0,kimi姗姗,0
好样的！,29分钟前 来自网页    ,1,机器猫Doraemon,0
希望可早日康复，弟弟也太懂事了吧，，心疼,29分钟前 来自网页    ,0,丽娜小宝贝Love,0
加油💪🏻,29分钟前 来自网页    ,0,_______画凉,0
早日康复,29分钟前 来自网页    ,0,今年一定要长出双眼皮鸭,0
要加油呀，希望以后越来越好,30分钟前 来自网页    ,0,10xhx,0
棒棒哒！小小男子汉,30分钟前 来自网页    ,0,冬眠百合心,0
好懂事 祝你们一家健康平安,30分钟前 来自网页    ,0,羁绊与不安,0
早日康复,30分钟前 来自网页    ,0,Monica-桃子狸,0
孩子真棒,30分钟前 来自网页    ,0,louis_lulu,0
祝福,30分钟前 来自网页    ,0,Cynthia_白喵喵,0
孩子懂事的让人心疼 希望早日康复🙏,30分钟前 来自网页    ,0,W_1998kg,0
是条汉子！！！,30分钟前 来自网页    ,0,博爱丽江,0
小男子汉,30分钟前 来自网页    ,1,Cypraea,0
真的致敬,30分钟前 来自网页    ,0,本西蒙斯,0
哎呦我的天哪 小男子汉 加油,30分钟前 来自网页    ,0,Fantasticyn,0
 可真棒!!!,30分钟前 来自网页    ,0,柠吃吃,0
感动❤️ 加油💪,30分钟前 来自网页    ,0,陈芃烨,0
祝早日康复！,30分钟前 来自网页    ,0,H-眼色,0
点赞好好的,30分钟前 来自网页    ,0,苏大与你x,0
祝福🙏,31分钟前 来自网页    ,0,丰丰同学,0
早日康复！小小男子汉！,31分钟前 来自网页    ,0,滑翔的独角兽,0
早日康复！,31分钟前 来自网页    ,0,猫罐头少女,0
男子汉！棒棒哒！,31分钟前 来自网页    ,0,每天都充满基情的呆呆,0
看哭了，这才是咱们山东的小男子汉,31分钟前 来自网页    ,0,迷呢知乎,0
加油，健康快乐平安的生活,31分钟前 来自网页    ,0,Yksh-,0
心疼这孩子！,31分钟前 来自网页    ,0,杨佳霖q,0
看哭了,31分钟前 来自网页    ,0,Duoer小甜心,0
感动,31分钟前 来自网页    ,0,明媚不似我,0
男子汉！,31分钟前 来自网页    ,0,YANGJIYUAN杨济远,0
棒棒噠小男孩,32分钟前 来自网页    ,0,AUV_阿唷喂,0
可爱的小宝贝,32分钟前 来自网页    ,0,s林辞w,0
小小男子汉 ,32分钟前 来自网页    ,0,Feel甜北丶,0
想到了之前的小男孩路子宽，你们都很棒！！！,32分钟前 来自网页    ,0,清风不解徐徐,0
希望早日康复，懂事的男子汉，爸爸会永远陪在你身边的,33分钟前 来自网页    ,1,妮好可爱吖,0
加油💪,33分钟前 来自网页    ,0,劉洋Liam,0
早日康复！！！,33分钟前 来自网页    ,0,找不到微博号的狗粮都输光,0
爸爸马上会好的,33分钟前 来自网页    ,0,_你谁阿_,0
以后肯定是一位顶天立地的男子汉,34分钟前 来自网页    ,0,秦沉卿,0
祝健康,34分钟前 来自网页    ,0,Lzz_An,0
懂事的小天使，希望你和你的爸爸都能被生活所善待，祝早日康复,34分钟前 来自网页    ,0,treasure759,0
为男子汉点赞，祝爸爸早日康复,34分钟前 来自网页    ,0,Jacky_Lau30,0
祝快好,34分钟前 来自网页    ,0,土平的我,0
好心疼，都会好好的,34分钟前 来自网页    ,0,inlove320,0
小小男子汉，真棒为你点赞,34分钟前 来自网页    ,1,是你的彤妹妹么,0
加油一切顺利,35分钟前 来自网页    ,0,zqc辰辰辰,0
年纪大了，眼睛进砖头,35分钟前 来自网页    ,0,Toki錒铛,0
乖孩子,35分钟前 来自网页    ,0,江南聽雨Qpp,0
这个孩子有担当,35分钟前 来自网页    ,0,不是拿伞的吗,0
爸爸真的好福气  有这样懂事的儿子,35分钟前 来自网页    ,0,邓伦的迷妹9,0
泪目,35分钟前 来自网页    ,0,今生最愛亞綸,0
看这种新闻我就想哭,36分钟前 来自网页    ,0,睡眠障碍病患,0
孝能感动天，孩子的心里没有杂念。爱是一心一意的。所以一定会好好的。,36分钟前 来自网页    ,0,般若_菩提,0
早日康复,36分钟前 来自网页    ,0,空镜子56071,0
加油，孩子,36分钟前 来自网页    ,0,沈鹿溪啊,0
加油！,37分钟前 来自网页    ,0,My_M_,0
看不得这个!,37分钟前 来自网页    ,0,xiaoxiaolanghua,0
希望他和他的爸爸能早日康复，健康一生!祝福!,37分钟前 来自网页    ,0,老胖喵烧饼,0
定如你所愿,37分钟前 来自网页    ,0,A卡乐贝贝lontano,0
青年文摘上看到的一篇文章，记得好像叫 只为救爸爸，原来是这个小男孩儿,37分钟前 来自网页    ,0,丶添宝zt,0
好懂事的孩子，愿他爸爸快点好起来,38分钟前 来自网页    ,0,快乐天使6328513367,0
天啊 好可爱的孩子，真棒👍,38分钟前 来自网页    ,0,唧唧Hus,0
加油,38分钟前 来自网页    ,0,囡囝囿团520,0
眼泪掉下来,38分钟前 来自网页    ,0,守护共同的梦想,0
太感动了,38分钟前 来自网页    ,0,Zurich8,0
早日康复🙏,39分钟前 来自网页    ,0,Farout瑶,0
感动,39分钟前 来自网页    ,0,PanAr烃,0
加油啊，一切会好的,39分钟前 来自网页    ,0,清凉一夏罗曼史,0
哎 真的难受,39分钟前 来自网页    ,0,Ezio2K,0
早日康复,39分钟前 来自网页    ,0,一只失忆的麋鹿,0
希望你爸爸能早日康复,40分钟前 来自网页    ,0,不知道取什么了09924,0
为你点赞，太牛了。小朋友,40分钟前 来自网页    ,0,光年89653,0
心酸,41分钟前 来自网页    ,0,胖虎超人Superman,0
早日康复,41分钟前 来自网页    ,0,叁BODY-自然选择前进四,0
我们群里的小姑娘大学刚毕业父母双亡，哥哥配型配上了，就是不肯做骨穿捐髓救妹妹，亲人和亲人之间，也看人,41分钟前 来自网页    ,0,和豆宝一起打怪,0
你父亲会好起来的，感谢你为他做的一切,41分钟前 来自网页    ,0,君·慕白,0
好懂事啊，好棒,41分钟前 来自网页    ,0,我是小仙女灵儿,0
小弟弟真棒，你就是男子汉，你爸爸一定会很快好起来的,41分钟前 来自网页    ,0,沉月之殇,0
早日康复，一切都会好的,41分钟前 来自网页    ,0,假装自己是个小瘦子,0
愿你父亲能康复,41分钟前 来自网页    ,0,安好86795,0
 好懂事孩子,41分钟前 来自网页    ,0,木土·白告,0
祝早日康复🙏,42分钟前 来自网页    ,0,曺圭贤的挚爱,0
愿你们一切顺利早日康复❤️,42分钟前 来自网页    ,0,Yoomi77,0
我要哭了。好孝顺的孩子,42分钟前 来自网页    ,0,singer樺,0
祝福一家子幸福平安顺利,42分钟前 来自网页    ,0,福满多多多小猪猪,0
我的天，感动！,43分钟前 来自网页    ,0,垂雾妖鬟,0
孩子虽小 但爱满满,43分钟前 来自网页    ,0,Yu_yning,0
孝子,43分钟前 来自网页    ,0,极度嚣张jj,0
为小小男子汉点赞！,43分钟前 来自网页    ,2,小红不玩微博,0
小弟弟太懂事了,44分钟前 来自网页    ,0,花期少女LJ,0
懂事的好孩子！！加油！！,44分钟前 来自网页    ,0,我是叮当77,0
加油,44分钟前 来自网页    ,0,杨应宏1,0
看的心酸,44分钟前 来自网页    ,0,zhangyuxuanma,0
宝贝太懂事了,44分钟前 来自网页    ,0,段月儿还是那个艺昕艺忆,0
我也愿意,44分钟前 来自网页    ,0,有些事现在不做1辈子都不会做了,0
祝早日康复,44分钟前 来自网页    ,0,小小葛葛葛葛葛,0
希望能早日康复🙏,44分钟前 来自网页    ,0,来一口油泼辣子,0
没点开视频，怕眼泪绷不住,44分钟前 来自网页    ,0,-Kaidou海棠-,0
我想知道，这个病在骨髓移植后能彻底痊愈吗？我以前同学也得了这个病…还是说终身要靠药物？,45分钟前 来自网页    ,0,橙子自诚,0
小小男子汉！,45分钟前 来自网页    ,0,蝴蝶仙子小蜜蜂,0
懂事的让人心疼,45分钟前 来自网页    ,0,菜园小饼cyy,0
有多少成年人 都做不到啊 为了点钱 不养老人  老天爷 帮帮孩子吧。。。。。,45分钟前 来自网页    ,0,男儿活出你的性感,0
希望孩子的爸爸早日康复！！！,45分钟前 来自网页    ,0,我是懒咩咩的粉丝,0
好棒👍,45分钟前 来自网页    ,0,可爱多一点ye,0
居然是邹平的！好懂事的小男孩，祝爸爸早日康复！,45分钟前 来自网页    ,0,Dookiii,0
从今天开始，我就成了男子汉了。被感动得稀里哗啦！！！,45分钟前 来自网页    ,0,糖拌夏天,0
为你点赞,45分钟前 来自网页    ,0,王一博事业粉,0
一定要早日康复呀,46分钟前 来自网页    ,0,DENGSHUISHAN_,0
太心疼了，愿你们平安健康快乐,46分钟前 来自网页    ,0,Miss儀Jessica,0
太懂事了，太勇敢了,46分钟前 来自网页    ,0,花前月影梦亦长,0
加油！,46分钟前 来自网页    ,0,我要变白白白白白,0
懂事的让人心疼，会越来越好的,46分钟前 来自网页    ,0,夜歌行丶,0
小小男子汉加油[加油],46分钟前 来自网页    ,0,Bonnie就是宝妮儿吧,0
真乖,46分钟前 来自网页    ,0,Chenminghua1128,0
真的好感动这种孩子,46分钟前 来自网页    ,0,这是阿雯的微博,0
真好,46分钟前 来自网页    ,0,之于爱情如人饮水冷暖自知,0
加油💪,46分钟前 来自网页    ,0,毛湘倪Mm,0
加油小宝贝,47分钟前 来自网页    ,0,芝士蛋糕920,0
愿父子平安，从此喜乐,47分钟前 来自网页    ,0,曲动闻音,0
好勇敢，着实感动到了～,47分钟前 来自网页    ,0,帅气的呼噜娃,0
孩子你懂事得让人心疼！祝你爸爸早日康复,47分钟前 来自网页    ,1,Roy_ViKi,0
心庝,47分钟前 来自网页    ,0,大壳娃娃,0
很感人！这个笑容是最美的！！,47分钟前 来自网页    ,0,我说不一定吧,0
很心疼小小年纪就承受了很多压力与责任，希望他们一家人生活越来越美好,47分钟前 来自网页    ,1,小白xx微博,0
真的是男子汉 太棒了 ,48分钟前 来自网页    ,1,赵小大王,0
懂事得让人心疼,48分钟前 来自网页    ,1,周旎奥,0
太懂事了！！,48分钟前 来自网页    ,0,为正义发声czs,0
加油,48分钟前 来自网页    ,0,Summer_Qii,0
最棒的男子汉,48分钟前 来自网页    ,0,Summer_Qii,0
太懂事了,48分钟前 来自网页    ,1,余生有李易见钟情,0
你是最棒的！！你是你爸爸的英雄，一起都会好起来的,48分钟前 来自网页    ,1,我会看到你的演唱会的,0
这是爸爸的守护神,49分钟前 来自网页    ,1,D大橙子和守护他的小叶子C,0
早日康复！,49分钟前 来自网页    ,0,世界ime,0
懂事的让人心疼 ,49分钟前 来自网页    ,0,木子走召君羊,0
早日康复,49分钟前 来自网页    ,0,Bonita于花花,0
小男孩你真棒！我们大部分人都做不到的事你做到了，我们为你们感到骄傲！祝你爸爸早日康复。,49分钟前 来自网页    ,1,我是小小小小陈哒,0
快点好起来,49分钟前 来自网页    ,1,火锅烧烤臭豆腐,0
太懂事了吧！,49分钟前 来自网页    ,0,与鹿同在420,0
真好，小时候爸爸保护你，现在长成小小男子汉了，开始保护爸爸。,49分钟前 来自网页    ,1,易个北鼻,0
宝贝   真棒！,49分钟前 来自网页    ,0,t难w1el忘v2e,0
真棒,50分钟前 来自网页    ,0,吴厘头哈哈哈,0
孩子真棒，加油,50分钟前 来自网页    ,1,超爱美人受,0
真棒,50分钟前 来自网页    ,0,宝贝范范范范呀,0
真棒，祝你们早日康复！,50分钟前 来自网页    ,0,my糯米饭团,0
希望这个小孩可以健康成长,50分钟前 来自网页    ,1,匀玺源凯,0
邹平?卧槽我的家,50分钟前 来自网页    ,0,向西199008,0
早日康复🙏,50分钟前 来自网页    ,0,爱有钱哥哥y,0
一夜长大的孩子，为他心疼,50分钟前 来自网页    ,1,yuber,0
祝早日康复🙏,50分钟前 来自网页    ,0,我可以戳你一下嘛,0
希望早日康复！！！！！我妈妈也得了急淋！希望我和我妈妈也能配型成功,50分钟前 来自网页    ,0,彤宝Tf,0
男子汉,50分钟前 来自网页    ,0,夏木的雅望ZM,0
真懂事，祝早日康复,50分钟前 来自网页    ,0,烊烊烊烊的梨涡,0
愿你今后平平安安孩子！,51分钟前 来自网页    ,0,金同学020,0
小天使👼,51分钟前 来自网页    ,0,锦鲤味的兔小乖,0
