comment,date,support_number,user,hateful
去过两次，景区内部交通不便，要走很远才能到这个有点类似废弃的小火车吧。要拍出这样的效果，真的需要准备很多，这个日本节目组真的很用心啊！,12分钟前 来自网页    ,0,心宿_W,0
 看到最后,13分钟前 来自网页    ,0,Gun_N,0
2017年夏天 ,13分钟前 来自网页    ,0,xddduan,0
别报道了吧，改天又说是你们的,13分钟前 来自网页    ,0,小妹吗这是,0
没见过世面的样子,13分钟前 来自网页    ,0,AirF53,0
离着一百多公里  天天去,13分钟前 来自网页    ,0,我就住你家楼上,0
真是爱了,13分钟前 来自网页    ,0,·不加糖比较甜,0
美是真美，冷也是真冷，扎脚也是真扎脚 ,13分钟前 来自网页    ,0,王菡是一株可爱的小树苗,0
太美 ,13分钟前 来自网页    ,0,MissLiu要奔向更美好的未来呀,0
美醉的茶卡盐湖！,13分钟前 来自网页    ,0,三月春雨1979,0
这眉毛哈哈哈哈哈哈哈哈,14分钟前 来自网页    ,1,偏执鲸鱼仙女,0
去年在茶卡盐湖拍的，超美 ,14分钟前 来自网页    ,0,凤箫声动--wan君,0
他这眉毛…,14分钟前 来自网页    ,0,七球球球球,0
我感觉就是做豆腐厂排废水的地方一样，大家去了就知道了。也就是摄影师选的景和拍摄手法比较好。,14分钟前 来自网页    ,0,机智dei李先生,0
人超级多。而且也没这么漂亮啊。感觉咱们去的不是同一个地方,14分钟前 来自网页    ,0,丸子的甜甜兔子,0
哈哈哈哈，还原好搞笑,14分钟前 来自网页    ,0,清风冰淇淋,0
可能我小人之人度君子之腹了，我真怕那些日本人看了我们祖国的大好河山更加觊觎，更加嫉妒，然后想尽办法来蚕食我们国土，就像当年一样！防人之心不可无,14分钟前 来自网页    ,0,颜颜小妹_52908,0
 我想去,15分钟前 来自网页    ,0,孙梨树,0
爱了,15分钟前 来自网页    ,0,南南家的小公主,0
哇，我大中国真没，好想去！,15分钟前 来自网页    ,0,打假防盗,0
我的千寻，无脸男哈哈哈哈哈哈哈哈哈,15分钟前 来自网页    ,0,瑶兮Lchen,0
 是去了假的青海,15分钟前 来自网页    ,0,阳光_微风kl,0
 想去,15分钟前 来自网页    ,0,11点睡觉_,0
欢迎韩国日本朋友来中国玩耍！,16分钟前 来自网页    ,0,Elaine-暖苏,0
翡翠湖也是可以的！！！,16分钟前 来自网页    ,0,是尔鑫不是尔康,0
是我们藏族自治州有名的地方～,16分钟前 来自网页    ,0,Fkeeeep_justbetrue,0
啊啊啊啊啊！太美了！！,16分钟前 来自网页    ,0,瑶兮Lchen,0
 眉毛哈哈哈,16分钟前 来自网页    ,0,Iamqinqin77,0
刚去过，去那天云层有点厚，但是还是值得去的，从西宁开车过去，沿路风景也很美。就是海拔有点高，去了稍微有点高反。 ,16分钟前 来自网页    ,0,lily-98,0
我也去了超级好看！ ,17分钟前 来自网页    ,1,日出遠岫,0
 ！！好想去这,17分钟前 来自网页    ,0,fangyanb0,0
想要挂坠儿链接！！,17分钟前 来自网页    ,0,菊部有雨50947,0
我还以为我去的时候天气不够好,17分钟前 来自网页    ,0,栗小栗拉拉,0
是想去的大西北,17分钟前 来自网页    ,0,要努力学习的小D,0
青海人真的超级骄傲了[加油],17分钟前 来自网页    ,0,扶扶扶扶扶qi,0
真的绝了，今年暑假刚去的,17分钟前 来自网页    ,0,Bosalty,0
 美腻,17分钟前 来自网页    ,0,Cy夜行的人,0
原机 ,18分钟前 来自网页    ,0,花痴专业户,0
表演欲望实在强烈,18分钟前 来自网页    ,0,1kg棉花一千克iron,0
 嗷,18分钟前 来自网页    ,0,Yvonne4pril,0
希望茶卡盐湖不要被低素质人给毁了。,19分钟前 来自网页    ,0,暖暖de棉花糖世界,0
所以茶卡盐湖是千与千寻的取景地叭？,19分钟前 来自网页    ,0,Pcherysunney,0
 去的时候感觉不对,20分钟前 来自网页    ,0,脐橙想要西柚,0
笑死人了 这不是西拉斯美甲吗？go！,20分钟前 来自网页    ,0,不乖的小天,0
 想去,20分钟前 来自网页    ,0,关琦文,0
喜欢！！！ ,20分钟前 来自网页    ,0,桃子味的鱼妞妞,0
哈哈哈哈哈笑到吐血！,20分钟前 来自网页    ,0,乒乓菊是圆滚滚哒,0
看完视频本来觉得真的很好笑 笑出了声，结果点评论进来，变成了大型晒图现场...... 其实真的不想看这些“同款图”,20分钟前 来自网页    ,1,九月Hana,0
弹幕里的关注点居然都跑偏到眉毛去了,20分钟前 来自网页    ,0,周汐静爱吃橘,0
这个无脸男也太好笑了吧,20分钟前 来自网页    ,0,海绵宝宝的派大星CN,0
 去呀,20分钟前 来自网页    ,0,TAOZIXIXI,0
你一曝光又贵了,21分钟前 来自网页    ,0,Libra--Lee-N,0
我大青海的茶卡盐湖,21分钟前 来自网页    ,0,夢中影梓,0
记得买个好看的雨鞋,21分钟前 来自网页    ,0,神仙哥哥阿xx,0
八月份去的 ,21分钟前 来自网页    ,0,一见你就笑o3o,0
今年刚去的，超级好看啊，然而穿了裙子的我真的冻成狗,21分钟前 来自网页    ,0,千玺小番茄,0
 茶卡盐湖好美,21分钟前 来自网页    ,0,想过法考and收offer收到手软,0
大美青海,21分钟前 来自网页    ,0,海之海鸽,0
 真的非常美，无滤镜的。一起去,21分钟前 来自网页    ,0,啊啊啊好词穷,0
 就哈哈哈哈哈,21分钟前 来自网页    ,0,900m,0
去的时候是阴天,22分钟前 来自网页    ,0,宇宙无敌小龙包,0
无脸男笑太可怕了。,22分钟前 来自网页    ,0,承诺的太美因为太自信,0
茶卡盐湖晴天比陰天好，陰天比雨天好⋯我去的時候，正好是雨天,22分钟前 来自网页    ,0,故里月光3104,0
 就哈哈哈哈哈,22分钟前 来自网页    ,0,900m,0
阴天的茶卡。不过就像我们的摄影师说的，茶卡美景的消失肯定是必然的，名气越来越大，开发越来越多，却光收钱不保护 ,22分钟前 来自网页    ,0,敲着小碗唱着歌,0
 爱,22分钟前 来自网页    ,0,Ccccreammmmm,0
笑翻我了哈哈哈哈哈,22分钟前 来自网页    ,0,Lyn_文文,0
卧槽哈哈哈哈哈,23分钟前 来自网页    ,0,她是Kya,0
本地人 我骄傲,23分钟前 来自网页    ,0,韩-2-,0
 我去的时候天气不是很好，青海湖没看成，查卡尔盐湖也差点没看成，哈哈,23分钟前 来自网页    ,0,最爱小鱼mic,0
茶卡盐湖真的非常漂亮 ,23分钟前 来自网页    ,0,叶滴子,0
 ,23分钟前 来自网页    ,0,马内奈子-,0
