comment,date,support_number,user
如何平息香港动乱，政府的决心很关键。可惜的是，教育部公然在国内推行歧视中华民族的留学生政策，给外国人超国民待遇，让外国人肆无忌惮的践踏中华民族的尊严和中国的主权，恕我愚昧，我实在看不懂。,11月24日 19:16 来自网页    ,0,BooMaby
美国出台个法案有什么关系，它喜欢的话出台十个八个都行，干嘛把它当回事,11月24日 19:14 来自网页    ,0,海澈微
外国势力企图搞乱香港，我们国内很多大学却在给外国人超国民待遇，公然践踏中华民族尊严，想想真是绝望。,11月24日 18:57 来自网页    ,0,BooMaby
美国又出来搅和了,11月24日 18:48 来自网页    ,0,TJ猫家的大海
为什么中国游行示威的人永远都是老年人,11月24日 18:48 来自网页    ,2,粉嘎11407
击毙闹事人员，还香港一片净土,11月24日 18:44 来自网页    ,0,小花ergg
直接击毙港独分子,11月24日 18:43 来自网页    ,0,小花ergg
击毙香港闹事的人,11月24日 18:43 来自网页    ,0,小花ergg
好多人啊，哈哈。,11月24日 18:35 来自网页    ,0,召唤师小龙
这么爱干涉别国内政，美国是要亡国了吗,11月24日 18:32 来自网页    ,0,xin大小姐
拼凑了几百人，也不容易啊,11月24日 18:32 来自网页    ,0,hello妞妞88
下面有请红卫兵，以及粉红发言,11月24日 18:28 来自网页    ,0,西门飘雪抢ID_861
老子的家事用得着你管？？？？？操纵舆论颠倒黑白也就罢了，你通过个锥子的法案？？？？？脸真大啊气死我了,11月24日 18:17 来自网页    ,0,Longss_ride
哟，世界警察又要装逼了么。抱歉，这儿可是中国香港,11月24日 18:17 来自网页    ,0,洛丽塔大爷188
别内部内政了，想想办法怎么保住香港在国际上的优待待遇和全球金融中心的头衔吧，这些东西没了，香港就是一块地，一文不值,11月24日 18:15 来自网页    ,0,蜗牛-9527
今天看到最搞笑的笑话，美国这属于干涉他国内政了吧！关他屁事，和他有八毛钱关系啊！,11月24日 18:12 来自网页    ,0,MoxiMobei
美国的种族歧视还不要管管吗,11月24日 18:06 来自网页    ,0,UPing-A
为什么都是老人，因为他们那一代人经历过英国人的统治，过二等公民的日子。现在年轻的一代都是97回归后的，学校课本教的都是大陆人又穷、又没有素质、还人特别多，要我是香港人对大陆也没有好感。这就是香港的教育者给香港人民留下的祸根，这些编书的都应该拉出去枪毙五分钟。,11月24日 17:58 来自网页    ,0,璐璐050323
人也太少了吧，看来大多港人的态度很明显了。,11月24日 17:53 来自网页    ,0,姚舜禹Aloha
美国完全就是猫拿耗子，多管闲事，纯粹搞事情。我们自己“家事”关你屁事，吃饱了撑的,11月24日 17:50 来自网页    ,0,小星星在线闪烁
坚决反对美国干涉我国内政的一切行为,11月24日 17:09 来自网页    ,0,西花厅的海棠花-vip
美国政府特么喝多了么？意淫呢？,11月24日 16:52 来自网页    ,0,小风景围脖
年轻人才是未来，可能香港政府是要考虑为何社会主流是这样,11月24日 16:47 来自网页    ,0,小何同学的翡翠工作室
我宣布，因美国部分公民要求，现通过方案，50个州全部独立，关岛独立,11月24日 16:45 来自网页    ,0,天澳王海兵
经历过的英国统治下的香港人更能懂得香港属于中国，而年轻人们忘记历史,11月24日 16:45 来自网页    ,0,是舞法天女本女
经过这件事以后香港更爱国了，更团结了,11月24日 16:41 来自网页    ,0,海学习了没
民主派几百万，这才几个人,11月24日 15:27 来自网页    ,2,李亮0549
气死人了,11月24日 15:24 来自网页    ,0,Bb__Bear
大家放心，美国必将衰败。美国白人占比从1960年到现在已由90%下降到60%，再加上美国白左圣母的“帮忙”，只需几十年白人就会变成少数族，美国“南非化”的衰败之路不可逆转。,11月24日 15:18 来自网页    ,1,中石油2212
美国对待盟友就像黑社会对待普通民众一样，强行驻军威慑你，名曰保护，不仅干涉你各项内政与外交，而且强迫你用美元结算外贸，强迫你对他开放教育、舆论、科技、经济、金融等进行掠夺(他不对你开放)，还强行收取高额保护费。如果你想独立自主，脱离它，就会制造事端，制造舆论逼迫你，甚至出兵打你。,11月24日 15:10 来自网页    ,0,女子好子女
谁的军队在他国横行霸道，强迫他国签订不平等条约，干涉他国内政，强迫他国用美元结算外贸，掠夺他国财富；监控和打压他国政要与精英、背信弃义、对他国和盟友敲诈勒索；培养间谍与杀手、豢养他国反政府反社会势力、控制网络舆论、挑拨离间、制造分裂与动乱、输送恐怖与破坏、发动战争、制造世界难民。,11月24日 15:10 来自网页    ,0,女子好子女
没有年轻人，太可悲了,11月24日 14:35 来自网页    ,0,小啾cc
美国嫉妒心挺强的，看到我国飞速发展，眼红了，一天天的搞事儿,11月24日 14:35 来自网页    ,0,麋鹿耶ii
能说说该法案讲的是什么内容吗？,11月24日 14:16 来自网页    ,0,Claire_LL
"人权法案 如何干预中国主权？  我只知道人权法案可以冻结官员海外资产,让他冻啊。 国人每年才五万美金额度,谁怕被冻结。",11月24日 14:15 来自网页    ,0,为了40岁退休而打鸡血
都是中老年人，年轻人都上街暴动去了，香港能有什么未来……,11月24日 14:14 来自网页    ,0,人间不值得迈啊
加起来不超过20个人，都是老年人，唉,11月24日 14:12 来自网页    ,0,猛鸡蛋
过家家一样，签署的所谓的法案，有毛用咩，自嗨而已,11月24日 13:43 来自网页    ,0,星雨丶永风
中国从来都是一个中国，香港也从来都是中国的一部分，不管你们怎么闹也改变不了这个事实,11月24日 13:38 来自网页    ,1,騏着窩犇闖迣鎅
香港加油,11月24日 13:37 来自网页    ,0,DuKe_J
年轻人大部分都去哪儿了？,11月24日 13:26 来自网页    ,0,他说我是李大强
转发微博,11月24日 13:22 来自网页    ,0,Brrruce
中国也可以通过一个美国黑人人权法案,11月24日 13:21 来自网页    ,0,围观不语真小人
转发微博,11月24日 13:19 来自网页    ,0,筱筱与暮
关你美国吊事？？？？,11月24日 13:15 来自网页    ,0,阿卓超可爱
没几个人。不超过50个,11月24日 13:09 来自网页    ,0,Final-言成
香港几百万经过反华教育成长起来的年轻人人成为香港主力后怎么办？,11月24日 12:59 来自网页    ,0,ho5100
美国还要不要脸了,11月24日 12:53 来自网页    ,0,祝20法硕上岸成功
给了多少钱,11月24日 12:46 来自网页    ,0,ZHENGJX_
香港是中国的香港，我就奇了怪了，美国佬有啥资格同意或者不同意？难道自己国家是哪些领悟自己都搞不清楚吗？真的是！！！！！,11月24日 12:44 来自网页    ,0,绿西瓜霜
是我們太有禮貌了，導致某些人以為是軟弱？挑戰我們底線？,11月24日 12:43 来自网页    ,0,M·Skeletons0426
都是老一辈的...,11月24日 12:40 来自网页    ,0,EAlone-SR
可惜人太少。年轻人烂了。还不早点出手。到时候跟台独一样，年轻人烂了。或者中间派太多了。看戏！,11月24日 12:40 来自网页    ,0,蓝蜗牛eric
全砸吧，砸了重新建立。 给那些叛徒这么嚣张，香港警察，特警去哪里了？军火库留着干嘛？,11月24日 12:40 来自网页    ,1,白佳雄
越来越觉得，国家不要管了，让他们穷算了，让他们闹,11月24日 12:37 来自网页    ,0,时间过了2375天
真的觉得是耻辱 美国发布关于香港相关法案 也是疯了,11月24日 12:36 来自网页    ,0,路人路人5
建议香港暴乱过去之后，影视剧里面有导演演员什么是港澳台的就不用再特殊标记出来了，都是中国人，有什么可特殊可谈，都是给他们惯的,11月24日 12:36 来自网页    ,0,不加糖的焓妉
香港的法案美国人插什么手？？？？？ 晕,11月24日 12:35 来自网页    ,1,请叫我思大哥
通过了，那又能怎么样？,11月24日 12:35 来自网页    ,0,WallStreet狙击手
内地流行着一个概念:我们只要香港的地，他们的人可以随便。这话本意也许只是非常有针对性【独势力】的一种警告。可是还有剧老话叫听者有心!这种覆盖面较大带有煽动性的所谓谴责真是表达一个中国和平原则的最佳方式吗？两边普通民众互相厌恶麻木的情绪到达顶峰时，港独以及内地好战份子的目的就达到了!,11月24日 12:33 来自网页    ,0,吃不饱的逗D
这才叫游行集会，再看看那些二笔,11月24日 12:28 来自网页    ,0,叫个权夫人可好
这人好少啊,11月24日 12:24 来自网页    ,1,濮濮penny
全是老年人，年轻人几乎都毁了起不来了,11月24日 12:21 来自网页    ,0,哆rai咪发嗦lucky
这个奶奶真的是爱了爱了,11月24日 12:20 来自网页    ,1,想做你的小仙女i
无耻之徒,11月24日 12:18 来自网页    ,0,怪咖972018
有事就香港是中国的，刚开始呢，如果废青没有这么暴力的话呢，是不是也会认同他们的观点呢（个人观点）,11月24日 12:17 来自网页    ,0,ikun---文艺范女逗比
我们还通过了美国从此消失在地球上的法案呢…脑子有坑的美国狗,11月24日 12:16 来自网页    ,0,嘟嘟ivy
搞笑呢，中国的地盘，美国来制定法案，决定香港是不是有自主权！这是什么逻辑，美国怎么什么都管，扯淡！,11月24日 12:13 来自网页    ,0,起个名都不让起1
说三道四 听起来好像是中国外交部统一说法,11月24日 12:13 来自网页    ,1,纡绮酱
就这么点人 哎 掀不起波澜,11月24日 12:12 来自网页    ,0,shizhanshelly
我个人通过了纽约人权与民主法案，谢谢对纽约独立的支持,11月24日 12:12 来自网页    ,0,北极无影刂
搞笑呢，中国的,11月24日 12:12 来自网页    ,0,起个名都不让起1
美国人是有病吧,11月24日 12:11 来自网页    ,0,兔兔图图了啦咯
年轻人在回归后都是读殖民地时期的反中教材，又没在殖民地期间被英国欺辱过，当然没有年轻人。英国当时在教育这个坑埋得太阴险了。,11月24日 12:03 来自网页    ,0,北极星无泪
真是搞笑，美国通过中国香港法案，美国算老几啊，还真把自己当世界警察了,11月24日 12:00 来自网页    ,1,卖梳子的菇凉
美国人的嘴欠手也长 自己国家都整顿不好还管起我们中国来了 再怎样也轮不到它吧,11月24日 11:58 来自网页    ,0,王keer609
就这些人？,11月24日 11:56 来自网页    ,0,南十字星宿
奶奶说的句句在理,11月24日 11:55 来自网页    ,0,我就是那个宁太太
美国是什么? what the hell is America?,11月24日 11:55 来自网页    ,0,东境
说真的，这些都是爷爷奶奶辈的，没有一个年轻人，真的不知道他们是怎么想的,11月24日 11:53 来自网页    ,0,鬼怪枫子
  ,11月24日 11:52 来自网页    ,0,熊默默-s
美国的确让人厌恶，但衰败不可避免。美国白人占比从上世纪60年代短短几十年已从90%下降到60%，再加上美国白左圣母政客的“帮忙”，只需几十年白人就会变成少数族，美国“南非化”已不可逆转。,11月24日 11:47 来自网页    ,1,中石油2212
大陆留守儿童多吧，基本上跟爷爷奶奶一起生活，就有些封建思想还在，香港这情况，看来是留守儿童少😂😂😂跟在父母身边，以至于染了些歪风邪气,11月24日 11:42 来自网页    ,0,倾夏铭琳
香港都是些老人在维护，年轻人都被洗脑了，真是无奈啊,11月24日 11:38 来自网页    ,0,欧啦啦的狼外婆
不懂就问  为啥美国会搞《香港人权与民主法案》？,11月24日 11:35 来自网页    ,0,请蚊子原地灭绝
美国是什么东西？中国的事为什么他要管！？,11月24日 11:35 来自网页    ,0,买了fe冷
中国作为第二大经济体完全的影响和威胁到了美国傻老大的位置    我们不卑不吭坚守一个中国 （去你妹的美国狗）,11月24日 11:21 来自网页    ,0,白桃冰冰冰柠茶
老美，脸呢？掉了吗,11月24日 11:07 来自网页    ,0,伶伶妖love
都是老年人，香港年轻人都死了,11月24日 10:55 来自网页    ,0,sky蓝天草地
然而并没有什么卵用！！,11月24日 10:52 来自网页    ,0,sonic晶
真的搞不懂这些暴徒？把自己的领土搞成那样 对你们很好吗？现在谁还敢去香港旅游。香港自始至终都是中国的领土，为了让你们更好的发展 才实行“一国两制”的政策。那些暴徒们？听信他人的传言？搞坏自己？ 善恶终向善。希望你们迷途知返。还香港一个安宁！还许许多多人一个美好的生活环境！,11月24日 10:47 来自网页    ,1,otivac-
喊年轻人没有的 看见无数次了 上班上学 谁跟废青一样没事街头搞暴力活动 吃饱了闲的,11月24日 10:45 来自网页    ,0,清河九少
這麼幾個老爺爺老奶奶的這叫做遊行？,11月24日 10:43 来自网页    ,0,潇丶兮V
他要立法让他立，话放那，敢有动作，中国也不得开玩笑,11月24日 10:40 来自网页    ,0,皱眉就不太美了
历史会记住每个人做的每件事,11月24日 10:32 来自网页    ,0,_悲观主义
就几个老人家，也这样铺天盖地的报道?,11月24日 10:30 来自网页    ,0,终遇你海丰
什么时候轮到美国还签个法案管香港的事情？,11月24日 10:29 来自网页    ,1,Caitlyn_L
看来还是老年人过的比较幸福，跟大陆一样，年轻人如果不啃老靠自己真的太难了，哎，也是被迫的，不过做法真的不对，现在只觉得朝鲜好了，,11月24日 10:28 来自网页    ,0,支持老中医特靠谱
那我们国家可以通过美国各个州都独立的法案嘛,11月24日 10:28 来自网页    ,0,宅男行色秋将晚
什么狗屁法案 ？？？关你屁事？,11月24日 10:22 来自网页    ,0,柳锦鲤本鲤
年轻人很多戴着口罩呢,11月24日 10:19 来自网页    ,0,老沈_2014
都是老人  完了，,11月24日 10:17 来自网页    ,0,BTC_Joker
刚才听一个人说，他认识的还真有收到钱去游行的，我以为只是网友说笑呢。然后现在他的医保等都没有了,11月24日 10:16 来自网页    ,0,CH_GOGO
我们也通过法案，同意加州独立,11月24日 10:16 来自网页    ,0,苏艾里
特朗普才不会批准呢,11月24日 10:12 来自网页    ,0,canwhocan
有他美国屁事,11月24日 09:59 来自网页    ,0,草加的秋月
不管中国对香港暴乱采取怎样的措施，跟你美国都没半毛钱关系！   最后一群人相互笑着的表情，带着轻蔑与嘲笑，觉得我们中国骂他没办法了，觉得我们是任他们宰割的鱼肉！行为真可耻！,11月24日 09:42 来自网页    ,0,前方一定有阳光
？？美国通过什么憨批法案,11月24日 09:40 来自网页    ,0,Na-Gorgeous-
这好的机会一国一制，中央居然放弃了？,11月24日 09:35 来自网页    ,0,夕贵妃金安
好少人，而且没有中青年人，为什么？,11月24日 09:35 来自网页    ,0,深情的遇见你
行啊，我们不要香港了，一个臭鸡蛋给你们美国也可以,11月24日 09:33 来自网页    ,0,北冥有渔39
这位大妈年轻时一定是万人迷，现在都还那么漂亮,11月24日 09:08 来自网页    ,0,Allie7114
有良知的人太少了,11月24日 09:05 来自网页    ,0,不鱼生
诚心问这个人权民主法案通过对中国会有什么实际影响？,11月24日 08:58 来自网页    ,0,明仔2018
香港再怎么样，美国有什么权力去管呢？如果这样的话，那中国是不是也可以通过一个法案，支持德州独立？,11月24日 08:57 来自网页    ,0,我是你的小粉丝酱
他通过有没有用啊，就是呕心人罢了,11月24日 08:49 来自网页    ,0,四四四四啊
垃圾鹰酱气死我了,11月24日 08:46 来自网页    ,0,JinjiRed_
把驻香港美国领事馆赶出去,11月24日 08:41 来自网页    ,0,我我我我我我是爱你的
审视香港是否有足够的自治权？？这个法案在开玩笑吗，我就想说一句你一个美国关你屁事啊，我们自己国家要你审视？？？,11月24日 08:40 来自网页    ,1,沙发上的锦鲤君
美国人就是欠，咋这贱呢。要点脸不行。,11月24日 08:37 来自网页    ,0,舞輕盈
就这几个人 ……,11月24日 08:33 来自网页    ,0,心灵旳眼睛
别的国家有事儿，他不出来说两句怎么能显示它是“老大”的身份呢。(狗拿耗子，多管闲事),11月24日 08:33 来自网页    ,0,偶小然1993
打他！臭老美你配吗,11月24日 08:26 来自网页    ,0,y小姐Inyi_
全宇宙都知道香港是中国的 你一个外人 有什么资格给我们立法律。,11月24日 08:24 来自网页    ,0,Betty_万
就这么几个人，还没记者多，这个地方真的烂到根里了，没救,11月24日 08:22 来自网页    ,0,雾迷沙
年轻人要上班啊，经济都负增长了，不工作喝西北风吗？,11月24日 08:20 来自网页    ,1,木木小吉20609
我感觉他们根本没有一点国家集体荣誉感，或许根本就没有这个概念。,11月24日 08:20 来自网页    ,1,南城蝉鸣
就这些人？……,11月24日 08:18 来自网页    ,0,巴萘honey
呵呵，美国太搞笑了…有病！,11月24日 08:16 来自网页    ,0,Phantom0831
可是……我朋友在香港上班，她的同事喜欢发那种内地人是xx，然后也喜欢围在一起说大陆坏话，还在朋友圈发说中国人害说罢韩？怎么韩国免税店都普通话的？类似这种,11月24日 08:16 来自网页    ,1,范宝宝vanny
这件事香港人得自救   毕竟是   港人治港,11月24日 08:15 来自网页    ,0,吕特别凵
有谁告诉我，为什么香港会有美国领馆,11月24日 08:09 来自网页    ,0,Corner阳
"组织起来，要发动一次反美大游行，自发性罢买美国产品才行，必须清楚对美国说""NO"".",11月24日 08:07 来自网页    ,0,亚修罗的传说
香港主权属于中国，应该各个方面和中国一致，美国的香港关系法和香港人权法案原本就不应该有，美国应该直接取消对香港自由贸易港的承认。,11月24日 08:02 来自网页    ,0,剪支Canonical
谁理你们？,11月24日 07:54 来自网页    ,0,歪道男
别管啦，让香港烂吧，断水断电。就这点人反对暴力，看来香港还是港独多。抵制香港从我们做起。断水断电，他们不是牛逼吗？让他们自己建设吧。废村,11月24日 07:52 来自网页    ,1,谢筱攸
希望香港教育可以跟我们内地一样，有历史课，不能让香港人忘了本,11月24日 07:44 来自网页    ,3,Herein大菜虫
看的更心酸了，都是老人而且也没多少人,11月24日 07:36 来自网页    ,0,Alinna1986
我认为应该蒙面去美国使馆门口集会。不然参加集会的人脸被美国收集到，这些参加集会的人将来别想拿美国签证，或者有美国签证的也会被取消。,11月24日 07:24 来自网页    ,0,刘敬威律师
美国人真的是伎俩多,11月24日 07:23 来自网页    ,0,猫咪先生v
不能看到这里就这点人就是其他香港人怎样怎样吧，还有很多都是不知道他们组织的这次活动呀！或者说是怕突然又有废青出现就不敢出来呢。。,11月24日 07:23 来自网页    ,0,仲柒昂
美国凭啥通过？干美国鸟事？,11月24日 07:21 来自网页    ,0,执念执念
香港又不是美国的，通过有屁用！美国佬真是有毛病,11月24日 07:21 来自网页    ,0,小丸11
希望陈惠敏之流站出来爱国,11月24日 07:17 来自网页    ,0,霍普金斯凯迪拉克
美帝通过肴用吗,11月24日 07:17 来自网页    ,0,说真话脸红001
好久把美国统一了,11月24日 07:07 来自网页    ,0,粉熊百分百
人数还不如记者多…人均一个摄影机,11月24日 07:04 来自网页    ,0,我是娄知县的侄儿
？？？？行为迷惑大赏，港独天天求外国给他们做主，还真有不要脸的国家。,11月24日 07:03 来自网页    ,0,翻滚小麻花
世界屬於年輕人,11月24日 07:00 来自网页    ,0,格蕾亞張
这些废青大概都是吸了毒没钱的毒犯，,11月24日 06:49 来自网页    ,1,盟主Triste
我就不明白这些人是怎么被煽动的，香港的年轻人就算没有经历过殖民时期可是父母爷爷奶奶辈的多少也会跟他们讲这些吧，能被煽动起来的真是蠢得无药可救。,11月24日 05:11 来自网页    ,1,花生日记优惠券渺渺-Mabel
我们内地人怎么不去美领事馆抗议？,11月24日 05:04 来自网页    ,0,重塑雕像的权利688
咱们自己国内也开个会说说美国，制裁他们不就扯平了吗,11月24日 04:27 来自网页    ,3,家臣电器
你们去跟你们的小孩去说吧，没有你们小孩乱来哪会被美国佬利用，你们真是一群害国之马！,11月24日 04:03 来自网页    ,0,睡姿cute2
有病吧，香港什么时候轮到你们做主,11月24日 03:19 来自网页    ,1,FFFFFF飞
有什么好讲的呢，最初是他们自己的冷漠才让事情一步步变成这样的，种什么因得什么果，现在变成这样知道要出来说话了，真是不见棺材不落泪,11月24日 03:13 来自网页    ,1,FCTYNLZEXY
不好意思，因为需要热度，蹭楼实属无奈，希望大家多多关注豫章书院，事情过去两年了，至今已有无数同学被骚扰恐吓甚至有了自杀，真的请你们关注一下，万分感谢,11月24日 02:57 来自网页    ,0,清明上河图的河图
幸好没在美国集会，不然怎么死的都不知道！,11月24日 02:43 来自网页    ,0,心被伤过的人
年轻一辈的教育真的不行,11月24日 02:00 来自网页    ,0,tingsy-
中国香港 早日恢复安宁🇨🇳,11月24日 01:43 来自网页    ,0,北京到台北1018
谅他特朗普也不敢签字，只不过是变相的发表支持暴徒的态度而已，忽悠他们继续乱港，不要放弃,11月24日 01:38 来自网页    ,0,阿七呀呀呀
啊姨讲得好好(✪▽✪),11月24日 00:43 来自网页    ,6,yayaxwy
转发微博,11月24日 00:28 来自网页    ,0,开始所有道理
: 储存阳光，必有远芳，心中有暖，又何惧人生荒凉。 ,11月24日 00:12 来自网页    ,0,赵全红五常大米
才这么点人都能上热搜，反而是个讽刺,11月24日 00:06 来自网页    ,0,偏熬夜夫斯基
把东风41搬出来直接给美国狗轰一炮就老实了，让他们没脸没皮的挑拨离间,11月24日 00:05 来自网页    ,0,Syue_moonyyy
6,11月24日 00:03 来自网页    ,0,触摸AfterSchool
暴力涉政，哪哪儿都有你？,11月23日 23:43 来自网页    ,0,宝哥宝哥阿宝哥
香港政府的管治水平、应急能力之差简直超乎想象，反应之慢、行动之迟钝，就这样的水平要换到大陆来管理早TM大乱啦，香港让人彻底失望，还东方之珠，就TM暴徒之都！都是些自私无担当之人，任由法院学校媒体教会无良企业胡作非为！,11月23日 23:40 来自网页    ,0,昨日重现0315
惨淡的人数和岁数,11月23日 23:39 来自网页    ,1,苏打水小姐爱咖啡E
//,11月23日 23:38 来自网页    ,0,Dear艾小姐
感觉美国好闲啊，闲到天天有时间插手别国内政，太闲了吧,11月23日 23:38 来自网页    ,0,getwiwbyhardworking
香港我们不能忍了。,11月23日 23:38 来自网页    ,0,你想干啥子嘛530
要我这暴脾气  直接突突 然后浇点汽油  烧了他们,11月23日 23:37 来自网页    ,0,情一动心就痛vv
如果和🇺🇸无关的话 希望🇺🇸不要从中作梗,11月23日 23:35 来自网页    ,0,安樂街__
一听“说三道四”，觉得不是香港口吻,11月23日 23:34 来自网页    ,3,怎么就可用
视频最后那美国大妈笑的可真是小人得志呢,11月23日 22:06 来自网页    ,12,可能是未来富婆
你说说你黄皮肤黑头发非得把自己往美国身上贴，你贴就贴吧人家就拿你当枪使，还乐不思蜀呢，既好笑又丢人,11月23日 22:04 来自网页    ,0,我腿很细
和俄罗斯灭了美国佬,11月23日 22:04 来自网页    ,2,感谢我不可以2019
为什么香港已经变成这样了政府仍然不管??这样下去我还能够去信任我的国家吗???,11月23日 22:03 来自网页    ,1,阿镜酱呀
这才几个人,11月23日 21:58 来自网页    ,0,被骂必还嘴15337
美国真忙啊您,11月23日 21:44 来自网页    ,5,你是未来82
这才叫和平集会！,11月23日 21:41 来自网页    ,1,小侠天明
美国是宇宙中有名的长臂管辖者，就爱操闲心、瞎扯淡,11月23日 21:41 来自网页    ,4,维斯天使
美国，真真真真真恶臭国家,11月23日 21:39 来自网页    ,0,为兵长献出身高高
可怜的爷爷奶奶们被一群不知是非的年轻人用长枪短炮针对着,11月23日 21:39 来自网页    ,0,雨夜_48232
大陆和香港同属于一个中国，这是国际社会的广泛共识！！！,11月23日 21:39 来自网页    ,0,圈圈有个时光机吖
香港真的烂透了,11月23日 21:38 来自网页    ,0,徐徐的微博名
希望有一日美国被核弹打击,11月23日 21:35 来自网页    ,0,刚生下的小贤者
说三道四真小看美国了，美国最终的目的是要抽成收钱，看看美国哪个不收保护费呀,11月23日 21:34 来自网页    ,17,Anabella2552
美国是亡国了吗,11月23日 21:33 来自网页    ,0,IM山柳兰
转发微博,11月23日 21:33 来自网页    ,0,看相算命大师
看明天24号的选举！,11月23日 21:32 来自网页    ,0,来壹峰
那些个香港暴徒也是无知，自己再怎么说也是中国人，难道给美国当狗要比做人还好,11月23日 21:32 来自网页    ,0,Ren的力量
